Country;Building Name;Cost Center;Grid;Month;Year;Account Number;Amount FX;Avg kW;KWH;SAP Number
EQUADOR;Datacenter Carcelen Quito;J637LT6;TELEPORTO;02;2021;65366540;0,00;0,00;144.324,00;188693
EQUADOR;Datacenter Carcelen Quito;J637LT6;TELEPORTO;03;2021;65366540;0,00;0,00;164.153,16;188693
EQUADOR;Datacenter Carcelen Quito;J637LT6;TELEPORTO;04;2021;65366540;0,00;0,00;164.278,56;188693
BRASIL;DIADEMA;J639LT1;NODO;10;2020;61210005;79,05;0,00;544,00;185934
BRASIL;DIADEMA;J639LT1;NODO;11;2020;61210005;106,33;0,00;517,00;185934
BRASIL;DIADEMA;J639LT1;NODO;12;2020;61210005;128,32;0,00;800,00;185934
BRASIL;DIADEMA;J639LT1;NODO;01;2021;61210005;122,61;0,00;756,00;185934
BRASIL;DIADEMA;J639LT1;NODO;02;2021;61210005;110,37;0,00;703,00;185934
BRASIL;DIADEMA;J639LT1;NODO;03;2021;61210005;126,57;0,00;800,00;185934
BRASIL;DIADEMA;J639LT1;NODO;04;2021;61210005;127,48;0,00;816,00;185934
BRASIL;DOIS IRMÃOS;J639LT1;SHELTER;10;2020;61210005;159,47;0,00;6.532,00;189054
BRASIL;DOIS IRMÃOS;J639LT1;SHELTER;11;2020;61210005;69,83;0,00;6.953,00;189054
BRASIL;DOIS IRMÃOS;J639LT1;SHELTER;01;2021;61210005;162,03;0,00;852,00;189054
BRASIL;DOIS IRMÃOS;J639LT1;SHELTER;02;2021;61210005;201,74;0,00;1.162,00;189054
BRASIL;DOIS IRMÃOS;J639LT1;SHELTER;03;2021;61210005;160,30;0,00;866,00;189054
BRASIL;DOIS IRMÃOS;J639LT1;SHELTER;04;2021;61210005;14,66;0,00;93,00;189054
BRASIL;ED ANTONIO HUESPE;J639LT1;DATACENTER;01;2021;61210005;21,40;0,00;0,00;189317
BRASIL;ED ANTONIO HUESPE;J639LT1;DATACENTER;02;2021;61210005;21,40;0,00;0,00;189317
BRASIL;ED ANTONIO HUESPE;J639LT1;DATACENTER;03;2021;61210005;21,40;0,00;0,00;189317
BRASIL;ED ANTONIO HUESPE;J639LT1;DATACENTER;04;2021;61210005;21,40;0,00;0,00;189317
BRASIL;ED EDMA;J639LT1;DATACENTER;01;2021;61210005;21,40;0,00;0,00;187738
BRASIL;ED EDMA;J639LT1;DATACENTER;02;2021;61210005;21,40;0,00;0,00;187738
BRASIL;ED EDMA;J639LT1;DATACENTER;03;2021;61210005;21,40;0,00;0,00;187738
BRASIL;ED EDMA;J639LT1;DATACENTER;04;2021;61210005;21,40;0,00;0,00;187738
BRASIL;EDIFICIO TABAPUA OFFICES 474;J639LT1;DATACENTER;01;2021;61210005;21,53;0,00;0,00;186742
BRASIL;EDIFICIO TABAPUA OFFICES 474;J639LT1;DATACENTER;02;2021;61210005;21,53;0,00;0,00;186742
BRASIL;EDIFICIO TABAPUA OFFICES 474;J639LT1;DATACENTER;03;2021;61210005;21,53;0,00;0,00;186742
BRASIL;EDIFICIO TABAPUA OFFICES 474;J639LT1;DATACENTER;04;2021;61210005;21,53;0,00;0,00;186742
BRASIL;ESCURINHO;J639LT1;SHELTER;10;2020;61210005;192,02;0,00;46.315,00;187783
BRASIL;ESCURINHO;J639LT1;SHELTER;11;2020;61210005;229,33;0,00;47.912,00;187783
BRASIL;ESCURINHO;J639LT1;SHELTER;12;2020;61210005;221,31;0,00;1.454,00;187783
BRASIL;ESCURINHO;J639LT1;SHELTER;01;2021;61210005;252,77;0,00;1.659,00;187783
BRASIL;ESCURINHO;J639LT1;SHELTER;02;2021;61210005;208,65;0,00;1.427,00;187783
BRASIL;ESCURINHO;J639LT1;SHELTER;03;2021;61210005;228,44;0,00;1.514,00;187783
BRASIL;ESCURINHO;J639LT1;SHELTER;04;2021;61210005;230,42;0,00;1.573,00;187783
BRASIL;FILIAL LONDRINA;J639LT1;NODO;10;2020;61210005;22,56;0,00;23.775,00;186585
BRASIL;FILIAL LONDRINA;J639LT1;NODO;11;2020;61210005;22,22;0,00;23.920,00;186585
BRASIL;FILIAL LONDRINA;J639LT1;NODO;12;2020;61210005;20,45;0,00;123.000,00;186585
BRASIL;FILIAL LONDRINA;J639LT1;NODO;01;2021;61210005;22,65;0,00;136,00;186585
BRASIL;FILIAL LONDRINA;J639LT1;NODO;02;2021;61210005;17,45;0,00;107,00;186585
BRASIL;FILIAL LONDRINA;J639LT1;NODO;03;2021;61210005;34,55;0,00;210,00;186585
BRASIL;FILIAL LONDRINA;J639LT1;NODO;04;2021;61210005;35,34;0,00;217,00;186585
BRASIL;FORTALEZA;J639LT1;CABLE STATION;11;2020;61210005;10.886,61;0,00;252.892,00;186209
BRASIL;FORTALEZA;J639LT1;CABLE STATION;12;2020;61210005;10.309,63;0,00;284.014,00;186209
BRASIL;FORTALEZA;J639LT1;CABLE STATION;01;2021;61210005;10.125,64;0,00;307.129,00;186209
BRASIL;FORTALEZA;J639LT1;CABLE STATION;02;2021;61210005;9.688,35;0,00;276.358,00;186209
BRASIL;FORTALEZA;J639LT1;CABLE STATION;03;2021;61210005;10.480,93;0,00;307.450,00;186209
BRASIL;FORTALEZA;J639LT1;CABLE STATION;04;2021;61210005;10.971,64;0,00;296.645,81;186209
ARGENTINA;Gateway Artigas;J638LT6;TELEPORTO;01;2021;65366540;65.945,46;0,00;1.793.400,00;190465
ARGENTINA;Gateway Artigas;J638LT6;TELEPORTO;02;2021;65366540;60.421,25;0,00;1.633.800,00;190465
ARGENTINA;Gateway Artigas;J638LT6;TELEPORTO;03;2021;65366540;90.238,11;0,00;1.786.100,00;190465
COLOMBIA;Gateway Colombia XV;J642LT1;TELEPORTO;01;2021;61210005;195.296,05;0,00;1.293.455,00;191416
COLOMBIA;Gateway Colombia XV;J642LT1;TELEPORTO;02;2021;61210005;178.455,15;0,00;1.182.636,00;191416
ARGENTINA;Gateway Cordoba;J638LT6;TELEPORTO;01;2021;65366540;3.574,72;0,00;73.210,00;191687
ARGENTINA;Gateway Cordoba;J638LT6;TELEPORTO;02;2021;65366540;3.461,27;0,00;65.285,00;191687
ARGENTINA;Gateway Cordoba;J638LT6;TELEPORTO;03;2021;65366540;3.627,49;0,00;71.381,00;191687
BRASIL;GATEWAY COTIA;J639LT6;TELEPORTO;10;2020;65366540;95.083,47;0,00;0,00;186585
BRASIL;GATEWAY COTIA;J639LT6;TELEPORTO;11;2020;65366540;85.279,82;0,00;0,00;186585
BRASIL;GATEWAY COTIA;J639LT6;TELEPORTO;12;2020;65366540;89.659,06;0,00;0,00;186585
BRASIL;GATEWAY COTIA;J639LT6;TELEPORTO;01;2021;65366540;95.857,30;0,00;0,00;186585
BRASIL;GATEWAY COTIA;J639LT6;TELEPORTO;02;2021;65366540;99.071,06;0,00;0,00;186585
BRASIL;GATEWAY COTIA;J639LT6;TELEPORTO;03;2021;65366540;106.836,82;0,00;0,00;186585
BRASIL;GATEWAY COTIA;J639LT6;TELEPORTO;04;2021;65366540;91.095,77;0,00;0,00;186585
MEXICO;Gateway DF;J646LT6;TELEPORTO;01;2021;65366540;21.422,44;0,00;217.500,00;190280
MEXICO;Gateway DF;J646LT6;TELEPORTO;02;2021;65366540;15.063,39;0,00;134.665,00;190280
MEXICO;Gateway DF;J646LT6;TELEPORTO;03;2021;65366540;25.560,37;0,00;237.600,00;190280
MEXICO;Gateway DF;J646LT6;TELEPORTO;04;2021;65366540;23.827,29;0,00;223.200,00;190280
PERU;Gateway Lima;J644LT6;TELEPORTO;12;2020;65366540;106.502,46;0,00;1.098.585,14;187039
PERU;Gateway Lima;J644LT6;TELEPORTO;01;2021;65366540;92.972,80;0,00;1.136.608,30;187039
PERU;Gateway Lima;J644LT6;TELEPORTO;02;2021;65366540;89.993,62;0,00;1.056.282,88;187039
PERU;Gateway Lima;J644LT6;TELEPORTO;03;2021;65366540;97.566,87;0,00;1.196.640,42;187039
PERU;Gateway Lima;J644LT6;TELEPORTO;04;2021;65366540;94.605,50;0,00;1.127.438,91;187039
ARGENTINA;Gateway Mendoza;J638LT6;TELEPORTO;01;2021;65366540;4.430,69;0,00;73.612,00;190501
ARGENTINA;Gateway Mendoza;J638LT6;TELEPORTO;02;2021;65366540;4.851,60;0,00;71.836,00;190501
MEXICO;Gateway Monterrey;J646LT6;TELEPORTO;01;2021;65366540;14.325,14;0,00;147.994,00;190280
MEXICO;Gateway Monterrey;J646LT6;TELEPORTO;02;2021;65366540;15.063,39;0,00;134.665,00;190280
MEXICO;Gateway Monterrey;J646LT6;TELEPORTO;03;2021;65366540;16.289,99;0,00;156.975,00;190280
MEXICO;Gateway Monterrey;J646LT6;TELEPORTO;04;2021;65366540;16.731,03;0,00;161.225,00;190280
ARGENTINA;Gateway Rosario;J638LT6;TELEPORTO;01;2021;65366540;2.663,07;0,00;68.400,00;191727
ARGENTINA;Gateway Rosario;J638LT6;TELEPORTO;02;2021;65366540;2.684,63;0,00;65.880,00;191727
ARGENTINA;Gateway Rosario;J638LT6;TELEPORTO;03;2021;65366540;2.521,77;0,00;57.240,00;191727
COLOMBIA;Gateway Santa Mónica;J642LT6;TELEPORTO;01;2021;65366540;19.761,84;0,00;130.430,00;191416
COLOMBIA;Gateway Santa Mónica;J642LT6;TELEPORTO;02;2021;65366540;18.920,33;0,00;123.572,00;191416
CHILE;Gateway Santiago;J645LT6;TELEPORTO;01;2021;65366540;114.634,72;0,00;1.212.447,00;188248
CHILE;Gateway Santiago;J645LT6;TELEPORTO;02;2021;65366540;101.053,61;0,00;1.118.688,00;188248
CHILE;Gateway Santiago;J645LT6;TELEPORTO;03;2021;65366540;114.144,56;0,00;1.247.888,00;188248
COLOMBIA;Gateway Suba;J642LT6;TELEPORTO;01;2021;65366540;29.978,00;0,00;205.287,00;191416
COLOMBIA;Gateway Suba;J642LT6;TELEPORTO;02;2021;65366540;28.451,98;0,00;187.741,00;191416
COLOMBIA;Gateway Subachoque;J642LT1;TELEPORTO;01;2021;61210005;6.002,55;0,00;34.814,00;191416
COLOMBIA;Gateway Subachoque;J642LT1;TELEPORTO;02;2021;61210005;5.297,77;0,00;30.527,00;191416
BRASIL;GRAJAU;J639LT1;SHELTER;10;2020;61210005;391,77;0,00;2.998,40;185934
BRASIL;GRAJAU;J639LT1;SHELTER;11;2020;61210005;393,63;0,00;3.028,80;185934
BRASIL;GRAJAU;J639LT1;SHELTER;12;2020;61210005;437,17;0,00;3.240,80;185934
BRASIL;GRAJAU;J639LT1;SHELTER;01;2021;61210005;473,64;0,00;3.404,80;185934
BRASIL;GRAJAU;J639LT1;SHELTER;02;2021;61210005;423,49;0,00;3.271,20;185934
BRASIL;GRAJAU;J639LT1;SHELTER;03;2021;61210005;433,03;0,00;3.208,80;185934
BRASIL;GRAJAU;J639LT1;SHELTER;04;2021;61210005;426,17;0,00;3.254,00;185934
BRASIL;HORTOLANDIA;J639LT1;NODO;11;2020;61210005;4,55;0,00;8.019,00;187571
BRASIL;HORTOLANDIA;J639LT1;NODO;12;2020;61210005;24,15;0,00;13,00;187571
BRASIL;HORTOLANDIA;J639LT1;NODO;01;2021;61210005;0,00;0,00;100,00;187571
BRASIL;HORTOLANDIA;J639LT1;NODO;02;2021;61210005;18,87;0,00;74,00;187571
BRASIL;HORTOLANDIA;J639LT1;NODO;03;2021;61210005;21,24;0,00;127,00;187571
BRASIL;HORTOLANDIA;J639LT1;NODO;04;2021;61210005;20,09;0,00;120,00;187571
BRASIL;IFTNET TELECOMUNICACOES LTDA;J639LT1;DATACENTER;01;2021;61210005;474,38;0,00;0,00;186334
BRASIL;IFTNET TELECOMUNICACOES LTDA;J639LT1;DATACENTER;02;2021;61210005;474,38;0,00;0,00;186334
BRASIL;IFTNET TELECOMUNICACOES LTDA;J639LT1;DATACENTER;03;2021;61210005;474,38;0,00;0,00;186334
BRASIL;IFTNET TELECOMUNICACOES LTDA;J639LT1;DATACENTER;04;2021;61210005;474,38;0,00;0,00;186334
BRASIL;ITATIAIUÇU;J639LT1;SHELTER;10;2020;61210005;30,26;0,00;5.479,00;187744
BRASIL;ITATIAIUÇU;J639LT1;SHELTER;01;2021;61210005;32,34;0,00;2.880,00;187744
BRASIL;ITATIAIUÇU;J639LT1;SHELTER;02;2021;61210005;32,61;0,00;2.720,00;187744
BRASIL;ITATIAIUÇU;J639LT1;SHELTER;03;2021;61210005;91,91;0,00;2.840,00;187744
BRASIL;ITATIAIUÇU;J639LT1;SHELTER;04;2021;61210005;79,18;0,00;2.840,00;187744
BRASIL;JABAQUARA;J639LT1;NODO;10;2020;61210005;147,25;0,00;1.779,00;185934
BRASIL;JABAQUARA;J639LT1;NODO;11;2020;61210005;131,67;0,00;980,00;185934
BRASIL;JABAQUARA;J639LT1;NODO;12;2020;61210005;154,03;0,00;1.128,00;185934
BRASIL;JABAQUARA;J639LT1;NODO;01;2021;61210005;146,48;0,00;1.008,00;185934
BRASIL;JABAQUARA;J639LT1;NODO;02;2021;61210005;128,74;0,00;958,00;185934
BRASIL;JABAQUARA;J639LT1;NODO;03;2021;61210005;136,65;0,00;980,00;185934
BRASIL;JABAQUARA;J639LT1;NODO;04;2021;61210005;153,25;0,00;1.118,00;185934
BRASIL;JARDIM EUROPA;J639LT1;NODO;10;2020;61210005;290,78;0,00;2.200,00;185934
BRASIL;JARDIM EUROPA;J639LT1;NODO;11;2020;61210005;418,91;0,00;1.327,00;185934
BRASIL;JARDIM EUROPA;J639LT1;NODO;12;2020;61210005;516,68;0,00;3.280,00;185934
BRASIL;JARDIM EUROPA;J639LT1;NODO;01;2021;61210005;529,22;0,00;3.320,00;185934
BRASIL;JARDIM EUROPA;J639LT1;NODO;03;2021;61210005;437,19;0,00;3.240,00;185934
BRASIL;JARDIM EUROPA;J639LT1;NODO;04;2021;61210005;479,40;0,00;3.600,00;185934
BRASIL;JUIZ DE FORA;J639LT1;SHELTER;10;2020;61210005;49,03;0,00;2.992,00;187744
BRASIL;JUIZ DE FORA;J639LT1;SHELTER;12;2020;61210005;46,06;0,00;5.400,00;187744
BRASIL;JUIZ DE FORA;J639LT1;SHELTER;01;2021;61210005;1.185,55;0,00;6.614,00;187744
BRASIL;JUIZ DE FORA;J639LT1;SHELTER;02;2021;61210005;131,17;0,00;6.000,00;187744
BRASIL;JUIZ DE FORA;J639LT1;SHELTER;03;2021;61210005;133,74;0,00;6.040,00;187744
BRASIL;JUIZ DE FORA;J639LT1;SHELTER;04;2021;61210005;1.512,76;0,00;15.160,00;187744
BRASIL;JUNDIAI;J639LT1;NODO;10;2020;61210005;823,33;0,00;86.129,00;187623
BRASIL;JUNDIAI;J639LT1;NODO;11;2020;61210005;989,62;0,00;93.833,00;187623
BRASIL;JUNDIAI;J639LT1;NODO;12;2020;61210005;822,30;0,00;5.929,00;187623
BRASIL;JUNDIAI;J639LT1;NODO;01;2021;61210005;1.047,51;0,00;7.014,00;187623
BRASIL;JUNDIAI;J639LT1;NODO;02;2021;61210005;936,17;0,00;6.716,00;187623
BRASIL;JUNDIAI;J639LT1;NODO;03;2021;61210005;973,03;0,00;6.923,00;187623
BRASIL;JUNDIAI;J639LT1;NODO;04;2021;61210005;892,53;0,00;6.384,00;187623
BRASIL;JUQUIA;J639LT1;SHELTER;10;2020;61210005;779,67;0,00;5.498,00;187647
BRASIL;JUQUIA;J639LT1;SHELTER;11;2020;61210005;1.064,33;0,00;5.772,00;187647
BRASIL;JUQUIA;J639LT1;SHELTER;12;2020;61210005;1.046,88;0,00;5.260,00;187647
BRASIL;JUQUIA;J639LT1;SHELTER;01;2021;61210005;885,41;0,00;4.060,00;187647
BRASIL;JUQUIA;J639LT1;SHELTER;02;2021;61210005;822,68;0,00;5.400,00;187647
BRASIL;JUQUIA;J639LT1;SHELTER;03;2021;61210005;825,00;0,00;5.380,00;187647
BRASIL;JUQUIA;J639LT1;SHELTER;04;2021;61210005;881,55;0,00;5.780,00;187647
BRASIL;JUQUITIBA;J639LT1;SHELTER;10;2020;61210005;430,24;0,00;11.275,00;185934
BRASIL;JUQUITIBA;J639LT1;SHELTER;11;2020;61210005;389,51;0,00;11.350,00;185934
BRASIL;JUQUITIBA;J639LT1;SHELTER;12;2020;61210005;525,48;0,00;3.920,00;185934
BRASIL;JUQUITIBA;J639LT1;SHELTER;01;2021;61210005;503,46;0,00;3.600,00;185934
BRASIL;JUQUITIBA;J639LT1;SHELTER;02;2021;61210005;455,22;0,00;3.440,00;185934
BRASIL;JUQUITIBA;J639LT1;SHELTER;03;2021;61210005;421,90;0,00;3.120,00;185934
BRASIL;JUQUITIBA;J639LT1;SHELTER;04;2021;61210005;532,72;0,00;4.000,00;185934
BRASIL;LAGES;J639LT1;SHELTER;10;2020;61210005;413,65;0,00;54.880,00;187783
BRASIL;LAGES;J639LT1;SHELTER;11;2020;61210005;465,86;0,00;58.186,00;187783
BRASIL;LAGES;J639LT1;SHELTER;12;2020;61210005;518,83;0,00;3.547,00;187783
BRASIL;LAGES;J639LT1;SHELTER;01;2021;61210005;517,73;0,00;3.490,00;187783
BRASIL;LAGES;J639LT1;SHELTER;02;2021;61210005;475,68;0,00;3.330,00;187783
BRASIL;LAGES;J639LT1;SHELTER;03;2021;61210005;560,09;0,00;3.783,00;187783
BRASIL;LAGES;J639LT1;SHELTER;04;2021;61210005;539,66;0,00;3.640,00;187783
BRASIL;LEOPOLDINA;J639LT1;NODO;10;2020;61210005;345,72;0,00;71.419,00;185934
BRASIL;LEOPOLDINA;J639LT1;NODO;11;2020;61210005;368,30;0,00;74.250,00;185934
BRASIL;LEOPOLDINA;J639LT1;NODO;12;2020;61210005;377,95;0,00;2.806,00;185934
BRASIL;LEOPOLDINA;J639LT1;NODO;01;2021;61210005;388,45;0,00;2.772,00;185934
BRASIL;LEOPOLDINA;J639LT1;NODO;03;2021;61210005;417,88;0,00;3.095,00;185934
BRASIL;LEOPOLDINA;J639LT1;NODO;04;2021;61210005;424,14;0,00;3.180,00;185934
BRASIL;LOURDES;J639LT1;NODO;10;2020;61210005;4.255,55;0,00;13.978,00;187744
BRASIL;LOURDES;J639LT1;NODO;12;2020;61210005;80,33;0,00;2.160,00;187744
BRASIL;LOURDES;J639LT1;NODO;01;2021;61210005;5.227,26;0,00;29.360,00;187744
BRASIL;LOURDES;J639LT1;NODO;02;2021;61210005;4.464,40;0,00;2.600,00;187744
BRASIL;LOURDES;J639LT1;NODO;03;2021;61210005;3.976,93;0,00;29.920,00;187744
BRASIL;LOURDES;J639LT1;NODO;04;2021;61210005;5.266,35;0,00;31.600,00;187744
BRASIL;MANHATTAN;J639LT1;NODO;10;2020;61210005;94,21;0,00;1.994,00;187744
BRASIL;MANHATTAN;J639LT1;NODO;11;2020;61210005;79,47;0,00;2.555,00;187744
BRASIL;MANHATTAN;J639LT1;NODO;12;2020;61210005;78,98;0,00;532,00;187744
BRASIL;MANHATTAN;J639LT1;NODO;01;2021;61210005;96,58;0,00;658,00;187744
BRASIL;MANHATTAN;J639LT1;NODO;02;2021;61210005;75,97;0,00;532,00;187744
BRASIL;MANHATTAN;J639LT1;NODO;03;2021;61210005;74,74;0,00;515,00;187744
BRASIL;MANHATTAN;J639LT1;NODO;04;2021;61210005;94,78;0,00;679,00;187744
BRASIL;MOURISCO;J639LT1;NODO;10;2020;61210005;19,20;0,00;13.569,00;186586
BRASIL;MOURISCO;J639LT1;NODO;11;2020;61210005;22,65;0,00;13.702,00;186586
BRASIL;MOURISCO;J639LT1;NODO;01;2021;61210005;19,81;0,00;115,00;186586
BRASIL;MOURISCO;J639LT1;NODO;02;2021;61210005;19,76;0,00;117,00;186586
BRASIL;MOURISCO;J639LT1;NODO;03;2021;61210005;23,13;0,00;132,00;186586
BRASIL;MOURISCO;J639LT1;NODO;04;2021;61210005;22,63;0,00;123,00;186586
BRASIL;NEPOMUCENO;J639LT1;SHELTER;10;2020;61210005;43,36;0,00;9.981,00;187744
BRASIL;NEPOMUCENO;J639LT1;SHELTER;12;2020;61210005;212,43;0,00;5.560,00;187744
BRASIL;NEPOMUCENO;J639LT1;SHELTER;01;2021;61210005;46,99;0,00;5.560,00;187744
BRASIL;NEPOMUCENO;J639LT1;SHELTER;02;2021;61210005;50,45;0,00;5.880,00;187744
BRASIL;NEPOMUCENO;J639LT1;SHELTER;03;2021;61210005;43,94;0,00;5.160,00;187744
BRASIL;NEPOMUCENO;J639LT1;SHELTER;04;2021;61210005;42,13;0,00;5.120,00;187744
BRASIL;NEW BARRA;J639LT1;NODO;10;2020;61210005;390,30;0,00;51.439,00;186586
BRASIL;NEW BARRA;J639LT1;NODO;11;2020;61210005;448,89;0,00;53.722,00;186586
BRASIL;NEW BARRA;J639LT1;NODO;01;2021;61210005;466,27;0,00;2.248,00;186586
BRASIL;NEW BARRA;J639LT1;NODO;02;2021;61210005;395,10;0,00;1.946,00;186586
BRASIL;NEW BARRA;J639LT1;NODO;03;2021;61210005;465,92;0,00;2.271,00;186586
BRASIL;NEW BARRA;J639LT1;NODO;04;2021;61210005;368,78;0,00;1.712,00;186586
BRASIL;NODO CURITIBA;J639LT1;NODO;10;2020;61210005;522,82;0,00;13.578,00;186585
BRASIL;NODO CURITIBA;J639LT1;NODO;11;2020;61210005;492,29;0,00;16.885,00;186585
BRASIL;NODO CURITIBA;J639LT1;NODO;12;2020;61210005;573,60;0,00;3.591,00;186585
BRASIL;NODO CURITIBA;J639LT1;NODO;01;2021;61210005;576,71;0,00;3.603,00;186585
BRASIL;NODO CURITIBA;J639LT1;NODO;02;2021;61210005;1.273,00;0,00;8.442,00;186585
BRASIL;NODO CURITIBA;J639LT1;NODO;03;2021;61210005;572,22;0,00;3.737,00;186585
BRASIL;NODO CURITIBA;J639LT1;NODO;04;2021;61210005;510,81;0,00;3.348,00;186585
BRASIL;NODO LONDRINA;J639LT1;NODO;10;2020;61210005;1.130,36;0,00;70.069,00;186585
BRASIL;NODO LONDRINA;J639LT1;NODO;11;2020;61210005;1.119,09;0,00;77.717,00;186585
BRASIL;NODO LONDRINA;J639LT1;NODO;12;2020;61210005;1.151,50;0,00;7.133,00;186585
BRASIL;NODO LONDRINA;J639LT1;NODO;01;2021;61210005;1.169,45;0,00;7.464,00;186585
BRASIL;NODO LONDRINA;J639LT1;NODO;02;2021;61210005;1.111,81;0,00;7.317,00;186585
BRASIL;NODO LONDRINA;J639LT1;NODO;03;2021;61210005;1.062,01;0,00;7.000,00;186585
BRASIL;NODO LONDRINA;J639LT1;NODO;04;2021;61210005;1.041,84;0,00;6.929,00;186585
CHILE;Nuevo DC TLP Santiago;J645LT6;TELEPORTO;12;2020;65366540;61.945,30;0,00;559.866,00;188248
CHILE;Nuevo DC TLP Santiago;J645LT6;TELEPORTO;01;2021;65366540;50.682,66;0,00;535.997,00;188248
CHILE;Nuevo DC TLP Santiago;J645LT6;TELEPORTO;02;2021;65366540;42.363,22;0,00;496.043,00;188248
CHILE;Nuevo DC TLP Santiago;J645LT6;TELEPORTO;03;2021;65366540;51.141,10;0,00;547.666,00;188248
BRASIL;OLIVEIRA;J639LT1;SHELTER;10;2020;61210005;0,00;0,00;659,00;187744
BRASIL;OLIVEIRA;J639LT1;SHELTER;12;2020;61210005;40,52;0,00;4.400,00;187744
BRASIL;OLIVEIRA;J639LT1;SHELTER;01;2021;61210005;40,63;0,00;4.405,00;187744
BRASIL;OLIVEIRA;J639LT1;SHELTER;02;2021;61210005;229,29;0,00;5.920,00;187744
BRASIL;OLIVEIRA;J639LT1;SHELTER;03;2021;61210005;135,26;0,00;4.520,00;187744
BRASIL;OLIVEIRA;J639LT1;SHELTER;04;2021;61210005;39,15;0,00;4.520,00;187744
BRASIL;"OSASCO TRADE & CONVENTION CENTER";J639LT1;DATACENTER;01;2021;61210005;220,40;0,00;0,00;185950
BRASIL;"OSASCO TRADE & CONVENTION CENTER";J639LT1;DATACENTER;02;2021;61210005;301,65;0,00;0,00;185950
BRASIL;"OSASCO TRADE & CONVENTION CENTER";J639LT1;DATACENTER;03;2021;61210005;131,50;0,00;0,00;185950
BRASIL;"OSASCO TRADE & CONVENTION CENTER";J639LT1;DATACENTER;04;2021;61210005;246,84;0,00;0,00;185950
BRASIL;PAPANDUVA - CAP. SOTTER;J639LT1;SHELTER;10;2020;61210005;279,87;0,00;55.943,00;187783
BRASIL;PAPANDUVA - CAP. SOTTER;J639LT1;SHELTER;11;2020;61210005;273,59;0,00;57.640,00;187783
BRASIL;PAPANDUVA - CAP. SOTTER;J639LT1;SHELTER;12;2020;61210005;281,23;0,00;1.801,00;187783
BRASIL;PAPANDUVA - CAP. SOTTER;J639LT1;SHELTER;01;2021;61210005;308,22;0,00;1.841,00;187783
BRASIL;PAPANDUVA - CAP. SOTTER;J639LT1;SHELTER;02;2021;61210005;271,17;0,00;1.656,00;187783
BRASIL;PAPANDUVA - CAP. SOTTER;J639LT1;SHELTER;03;2021;61210005;301,81;0,00;1.810,00;187783
BRASIL;PAPANDUVA - CAP. SOTTER;J639LT1;SHELTER;04;2021;61210005;317,49;0,00;1.917,00;187783
BRASIL;PAULISTA I;J639LT1;NODO;10;2020;61210005;3.861,96;0,00;29.768,30;185934
